Review,Rating,Likes,App Version,Review Date
"Game udah bagus,grafik juga lumayan Tapi knp awal-awal main pasti di kasih win streak Pas udah agak lama main malah lose streak Terus tim yg di dapat selalu ampas, istilahnya itu dark sistem Pas dapat tim yang ampas,bikin jadi malas main Untuk montoon: jangan lah kasih tik yang dark sistem Mulu,cape kalah mulu",2,2,1.9.16.9839,2024-09-16 06:03:47
"Game nya gak jelas, setiap kali main rank selalu ngeleg, saat draft pick di detik-detik terakhir ngeleg tiba tiba malah login ulang😒 tolong diperbaiki, pantesan pada pindah HOK, udahlah moonton kikir, dapat tim gak jelas lagi, apalagi lebih lancar HOK😒😒",1,121,1.9.8.9833,2024-08-10 10:55:23
"Moonton jangan keseringan update Hero baru, revamp Hero, bagi2 skin segala. Percuma kalo jaringan ga pernah diperbaiki. Buat apa main game mlbb kalo ga nyaman masih nge lag segala.",1,4,1.9.16.9839,2024-09-11 05:46:54
"Ada bug yang di mana setiap ping low saat bermain dan mencoba mengganti jaringan, setelah selesai bermain di rank dan dll tiba² konten download terhapus dan harus download lagi beberapa konten yang terhapus itu.",1,168,1.9.6.9831,2024-08-06 13:43:45
"gamenya sangat menyenangkan walaupun terkadang banyak tim darksistem tapi itu yang membuat semangat mental menjadi lebih kuat tapi jangan kasih tim darksistem terus lah moonton kan ga semua orang kuat, kasihan orang yang mau serius+menangin gamenya eh malah ketemu darksistem.",4,0,1.9.16.9839,2024-09-21 11:04:25
"Moonton semakin banyak update sinyal kadang tidak stabil dan musuh dan team yang di berikan tidak sesuai kadang musuh terlalu berat dan team nya yang troll, saya beri bintang 1 karna saya mengalami lose streak berkali² lebih dari 5",1,34,1.8.93.9702,2024-07-13 17:11:02
"ini game, aku kalo main magic chess,itu naek turun naek turun anjir,terus pernah ada event skin epick free pertama kali sebelum banyak skin yg dibagi, katanya ambil ternyata acak, aku malah dapet marsha yg gk bisa heronya,main rank kadang banyak cobaan dan DARI SISTEM, Tolong diperbaiki dan jangan mabuk lagi ya ☺💢 Oh ya, dan aku gk rekomendasi download buat org yg emosian dan gampang naik darah ☺💢",1,6,1.9.8.9833,2024-09-15 09:37:11
"Kenapa game nya setelah di updte untuk hero thamuz kenapa sering terjadi eror saat mau masuk ke game, pada saat loading bisa berhenti pada hal jaringan nya kuat banget, sejak saat itu saya sering afk gara2 ngak bisa masuk teman2 saya juga kyak gitu, tolong di periksa dan di perbaiki untuk kenyamanan pemain",2,70,1.9.8.9833,2024-08-10 17:34:52
"game rusak dan aneh list keanehan : 1. download data tidak bisa dihentikan, setiap relog download data dalam game hidup sendiri 2. jika match up terjadi 2 kali dipastikan teman 1 tim adalah bot 3. jika saat itu terjadi anda mencoba bermain lagi dan mendpatkan tim yang bagus, jaringan anda akan hilang ntah kemana. akan tetapi hanya ketika ""bermain Mobile legend saja""",1,10,1.9.16.9839,2024-09-13 08:06:38
Wah😮 ini si game terbagus menurut aku ya kita bisa ketemu sama teman baru dan main bareng meski terkadang sinyal nya tiba-tiba suka buruk tapi moonton selalu di hati ❤💞makasih moonton udah nyiptain game sebagus dan sekeren ini dan makasih juga karena udah banyak item² gratis kayak skin nya ini yang bikin aku seneng😄,5,1,19.2.11.103,2024-09-19 11:48:38
"Udah bagus sih,tapi tolong untuk bug²nya,gua sering bngt tuh ngalamin bug,contohnya sering mencet sendiri skillnya,hbs mati trus pas idup mencet sndiri tuh.Tolong di perbaiki",5,0,1.9.16.9839,2024-09-21 12:04:40
Kasi tim yang seimbang lah monton masa yang jago musuh tapi setim kek main di warior kocak banget ini monton lama lama pindah game aja gua kalo gini terus terus sinyal juga lag terus padahal di pake scroll tt lancar lancar aja perbaiki lagi lah mooton,5,0,19.2.11.103,2024-09-21 10:50:05
"disini dari segi grafik udh bagus cuma matchmaking cuma perlu dibagusin lagi, di benerin biar gda ketidak adilan dalam game dan juga efek skin mahal ga sesuai sama harga seengganya revamp biar jadi bagus lagi lah, sinyal kadang suka jelek sendiri pdhl bagus banget lalu kalo bisa orang trol banned aja dari ranked selama bbrp jam sering ketemu musuh yg ga seimbang juga, yang jago banget jadi susah naikin rank nya, dah gtu aja.",1,8,1.9.8.9833,2024-09-14 02:23:20
"Tolong dong montoon di perbaiki lagi, masa dalam game jaringan nya gak stabil. Padahal jaringan saya bagus lancar ke aplikasi yg lain. Kok pas main di ml ping jaringan nya rendah lag parah pula. Ngent.. Jaringan bagus pas dlam game lag parah game ta! Gk guna makin update makin gak.jelas anying",1,0,1.9.9.9834,2024-09-18 13:22:23
"Game nya memang bagus, tapi dibagian jaringan nya lah perbaiki, aku udah lancar loh pake wifi main tiktok, ngedit video, main game lainnya gak ada ngelag, tapi kenapa setiap main ml selalu ngelag mohon perbaiki lah dah gitu setiap main dapat team dark sistem terus gak ada menangnya, gak jelas",2,8,1.8.93.9702,2024-07-29 12:21:58
"Menurut gw game nya udah bagus,tapi gw kadang suka kesel kenapa sistem macthmaking nya ga adil?,dan juga masalah ngelag ga kelar² dari dulu padahal jaringan nya udah bagus penyimpanan masih banyak,kadang kalo lagi main seru² malah ngelag,udah sih palingan itu aja tolong di update lagi🙏",3,4,1.8.93.9702,2024-08-01 02:23:38
"Udh gw tungguin 20 menitan cuma mau dapet momennya di replay, tapi pas gw pause replaynya malah video tetap jalan, alhasil gw ngulang lagi nonton replay nya, dan sama gak bisa di pause, jadi gw tunggu total 40 menitan dan gak kerekam apa² sia sia semua. Tolong diperbaiki dan dibaca. Jangan didiemin doang, kalo bisa ngoding yg bener, perbaikin yg bener juga",2,26,1.9.11.9836,2024-08-28 10:17:16
"Ini knp ya? Jls² sinyal gua bagus ni malah ngelag dalam lobby, padahal sinyal bagus bet Moonton. Game rusak, pas dimulai kaga bisa malah dibilang ""anda tidak ada koneksi"" jls² koneksi gua bagus malah dibilang kaga ada koneksi. Moonton kadang² Otaknya ngebug.",1,31,1.8.93.9702,2024-07-19 13:12:02
"Mohon perhatian nya setiap saya login jam 17:00-18:00 selalu stuck di tampilan loading hingga Berjam jam saya menunggu tetapi tidak dapat login ini kenapa ya?,,tapi besok masih gk bisa login lagi masih stuck di tampilan loading hingga saya harus mendownload ulang dan download data ulang tolong perbaiki saya sekarang mengalami ini itu sangat merugikan bagi pengguna kuota itu sangat menghabis kan kuota ada yg pernah ngalamin?,tolong perbaiki",1,1,1.9.16.9839,2024-09-11 11:20:49
pangkat saya awalnya honor bintang 30.Seasond turun epik 2 bintang 2 saya sudah bermain lebih 200 match sekarang Pangkat saya hanya naik epik 1 bintang 1 apakah itu normal padahal saya selalu bermain dengan benar dan tidak pernah ngefeed tetapi apa yg terjadi system tidak kompetitif saya selalu ditemukan dengan teman yang baru pemula dan tidak bisa bermain dan ditemukan dengan lawan yang sudah pernah mytic imortal dan itu sangat tidak seimbang.TOLONG DEVELOPER DI PERBAIKI🤬🤬,1,15,1.8.93.9702,2024-07-26 18:10:49
Saya suka dengan game ini tetapi yang saya tidak suka kenapa lawan yang berbounty tinggi tidak berpengaruh ditouret....bagi para pemula akan lebih sulit bermain dan semakin hilang game ini...perbaikilah dalam mengatur lawan dan hero...jangan hanya memikirkan uang..,2,32,1.9.16.9839,2024-09-19 17:21:44
"Main ni game udah bagus ngasih skin gratis yang banyak, lebih dibanyakin untuk skin terbaru bisa di gratiskan ya moonton, dan minesnya dari game ini dalam ingamenya yang entah di campur server luar atau gimana saya pasti dapet tim random orang luar kadang juga dapet player yang gak jelas gak kepake dalam game ada yang afk ada yang diem aja. Moonton kalo mau perbanyak player setidaknya jangan di satukan untuk server indo yang ketemu luar seperti itu menyusahkan dalam game terutama komunikasinya",1,92,1.9.8.9833,2024-08-07 00:50:44
"game yg tidak berwawasan dengan aturan yang aneh, curang, dan pilih kasih game ini tidak layak dimainkan tapi sayang aku udah beliau skin mahal, alasannya pasti (""mohon tangkapan layarnya kak "") (""mohon ganti jaringan nya terlebih dahulu"") yg bnr lh logisnya dimana jadi pembuat game gak adil",1,0,1.9.16.9839,2024-09-17 14:13:30
game nya bagus tidak berat juga tetapi sering terjadi beberapa bug sinyal kadang juga ketika kita lagi main tim dengan musuh nya tidak seimbang contoh tim saya ada di rata rata tim musuh ada di atas rata rata mohon lebih di adilkan lagi mathmaking nya. m,5,1470,1.9.8.9833,2024-08-23 21:16:15
Jaringan kadang gak stabil...padahal sinyal bagus2 aja ...sistem geme nya tolonglah diperbaiki lagi.. Satu lagi ...tolong tim dan musuh di sesuaikan...musuh selalu berat sedangkan tim dark sistem,2,10,1.8.93.9702,2024-08-04 07:10:47
"Maaf untuk sekarang bintang segitu dulu.. Tolong diperbaiki sistemnya.. Terutama dark sistem ini membuat pemain2 banyak merasa tidak nyaman.. Tolong yang seperti ini dihilangkan atau diminimalisir atau jika diperlukan pemain2 yang curang seperti ini di ban saja... Dan sumpah biasanya ketika kalah hanya bintang 1 yg hilang , ini malah 2 bintang hilang dalam 1 kali permainan... Sya lihat untuk 1 hari ini mobile legend mengecewakan... Ayo lahh montoon, mobile legend perbaiki sistem..",3,116,1.9.8.9833,2024-08-17 13:19:38
"buat event udh bagus, cuma yh gitu matchmaking ngga jelas, dapet tim pada egois, gatau Lane, sedangkan enemy Hero ny op, tim sendiri malah ngga karuan, dulu star protection ny bisa banyak kalo sekarang malah jadi ada star protection tp dikit, balikin ver old aja deh mendingan",2,8,1.9.16.9839,2024-09-01 03:15:15
Tolong untuk update kedepan beri optimalisasi dalam perbaikan jaringan Saat bermain saya sangat terganggu akibat jaringan yang beramasalah padahal sinyal di hp saya masih sangat bagus Jadi saya harap untuk kedepanya BERI OPTIMALISASI DALAM PERBAIKAN JARINGAN,1,35,1.9.11.9836,2024-09-15 12:48:55
"Pada saat saya main dikasih tim yang tidak bagus atau drak sistem dan musuhnya dikasih hebat² , disitulah keseimbangan game tidak cocok. Tolonglah moonton kasih tim yang baik dan kuat supaya bisa merasakan game yang dicari². Saya hampir honor bintang 24 terus saya main dan disitulah dikasih tim cacat. Kurang memuaskan tidak seperti game sebelah.",1,7,1.8.93.9702,2024-08-11 07:50:14
"Gak pernah dapet tim yg sesuai, tim musuh jago"",saya dapet tim gak bisa main, bisa satu role doang, saya player solo jadi terbebani, tolong perbaiki sistem match makingnya,kalau tidak saya pindah ke game sebelah",1,1,1.9.16.9839,2024-09-18 05:34:00
"Terima kasih Mobile Legend sudah membuat match making yang tidak fair, bisa""nya lagi duo glory sama immortal, dapat teman setim legend 1, terus match berikutnya lagi di lawannya full immortal, tim kita ada mytch honornya, dua game tersebut mereka coklat, sungguh sangat KECEWA sih lagi push immortal dikasih tim 5x ngga fair, lose streak! usernameku : Kezii?",1,1,1.9.16.9839,2024-09-19 02:59:01
"Tolong Masukan dari saya Montoon buat akun yg afk, feed dan performa bermain tidak bagus? langsung kurangin 3 bintang bukan hanya kredit skor, biar langsung kapok! Dan tidak akan terulang lagi. Kemungkinan banyak player yg kompetitif bermain!..",2,2,1.9.16.9839,2024-09-12 17:10:33
"Makin lama makin buruk sistem jaringan nya,masak iya sinyal penuh bisa delay mulu,pas war ngelag ,giliran mati lancar lagi.. tolong server nya perbaiki,jgn cuma skin trus yg update,jaringan juga dong",3,9,1.9.16.9839,2024-09-13 11:00:37
"Kasih aja teros dark sistem,keluh kesah dari player gak pernah di dengerin,bikin fitur bukannya makin bagus tapi malah makin jelek+berat,keluar bentar dari apk ml lgsg ngulang match,makin update makin banyak bug...intinya ini game rusak",1,1,1.9.16.9839,2024-09-20 14:33:00
"Tim nya bego, gak bisa main, egois, ngetroll, percuma kasi skin gratis,tapi playernya tetap dark system kek mana sih system moonton sekarang? Udh gak adil!Rebutan lah mm,jungler, gak ada yang mau nyerah atau pick tank, beralih ke hok kalo gini",1,263,1.9.16.9839,2024-09-13 12:19:48
"Game macam apa ini!? tim nya gk ada yang seimbang, apalagi musuhnya loh musuh pro semua, Please montoon saat matchmaking please kasih kita tim dan lawan yang seimbang saja, karena saya selalu di rank epic dan tidak pernah naik rank, jika anda membaca ini, mohon jawab dan perbaiki masalahnya...",1,1,1.9.16.9839,2024-09-17 05:59:33
Menurutku gamenya bagus tapiii.. Kalo milihin tim gk pernah bener gw udah kalah banyak bgt plis lah itu diperbaiki dan entah kenapa kalo main lag terus padahal sinyal gw dah banyak. Tolong perbaikilah gw main selalu afk gara² lag parah,1,120,1.9.9.9834,2024-08-11 00:22:52
"Game berat ,loading screen lama, mana banyak bug nya, banyak kesalahan server nya , klo melakukan aku banding jarang di Terima, Dark sistem nya banyak, Moonton"" benahin lagi game nya Biar gak banyak dark sistem, kalo melakukan aju banding tolong di terima lah, benerin tuh server ny, mending maen hok, dasar game lawak kebanyakan dark sistem nya",1,10,1.8.93.9702,2024-07-24 05:45:35
"apaaa coba game ny tiba tiba ga bisa digerakin sinyal bagus bagus baru beli malah nge lag mana ngasih musuh ga ngotak lagi sama sih sama tpi yg bener aja masa kasih musuh terus sama tim jauh banget, yang bener montoon kami player solo cape",1,12,1.8.93.9702,2024-07-25 17:19:53
"tolong lah kasih tim yang enak jangan kasih yang tolol tolol cape gw ga semua orang party banyak yang solo ketemu tim bego buta map! minimal kasih tim yang bagus lah jangan dark sistem di kasih, saya hanya butuh tim yang sesuai dan ga beban .",3,0,1.9.16.9839,2024-09-15 04:21:36
"Moonton ayolah, adain sistem aju banding, jika kita AFK karena sinyal masa kredit skor di kurangin. Apalagi beberapa menit sebelum end kita kembali lagi masuk ke dalam game jangan diitung AFK, gaadil banget. Cape cape main malah kaya gitu, apalagi kalo pas kita balik lagi ke dalam game kita yang bikin bisa epic comeback. Masa masih di itung AFK",1,27,1.9.8.9833,2024-08-12 09:18:50
"Game Ini sangat mentenangkan sehingga aku menghancur kan layar hp ku karena kalah sebanyk 11x berturut turut tapi Ada pepatah mengatakan ""kesuksesan di rain setelah kegagalan"" Karena itu aku akan terus mencoba sehingga mendapatkan kemenangan berturut turut.",5,1,1.9.16.9839,2024-09-21 14:22:57
Sangat menghibur di waktu gabut dan sepi...tapi kadang juga bikin esmosi tingkat tinggi kalok lagi kena darksistem nya moonton.trus bisa nambah temen bisa kenal org dari berbagai kota,5,0,1.9.16.9839,2024-09-21 13:24:51
"Saya udah legend 1 *1 sebentar lagi itu mythic saya main sama teman saya duo,setelah itu dikasih musuh yang pernah mythic musuh pro musuhnya tau cara untuk war sementara tim saya dikasihnya player yang rebutan role.percuma banyak skin gratis tapi dikasih musuh serasa pro player.satu lagi dark sistem yang dikasih itu bukan sembarangan udah tau pick role pertama setelah itu ada yang maksa kan jadinya harus ngalah tapi ujung²nya kalah karena kalah laning lawan exp musuh",1,1,1.9.16.9839,2024-09-09 10:35:30
"Moonton apaan coba,Ngasi lose trike ga ngotak,mana jaringan kalo lag pas ada musuh,tu bug paling aneh,main 5jam cuma nambahin 1bintang,saran kalo punya masalah jangan main ni game,kalo ga mau nambah masalah,bisa""jadi odgj nihh,",1,8,1.8.93.9702,2024-08-07 14:42:51
"gamenya bagus dan seru tapi makin lama sistem moonton seakan akan rusak kita dikasih tim selalu tidak seimbang, tolonglah diperbaiki pembagian timnya, kita player yang sudah ribuan match jangan dipertwmukan sama player"" yang barusan main, gw dari 10 pertandingan menang 1 kali 9kali kalah karena teman 1 tim ada yang bot kalo kayak gini mending pindah ke honor off king aja kata orang orang mobile legends sekarang isinya dark sistem, tolong disesuaikan pembagian teman 1 tim yang setara!!",1,17,1.8.93.9702,2024-07-19 23:40:24
Banyak bug game out sendiri ping hijau lag kadang 1 match pig merah ga bisa gerak samasekali jadi kaya awal rilis entah bagian dari dark sistem dikasih tim random ga bisa main dan sinyal di bikin ga stabil kejadian terulang setelah wi strike tolong di perbaiki dan jangan pakai sistem begitu terlalu berat apalagi saat ketemu musuh jago,2,27,1.9.6.9831,2024-07-31 14:25:22
"gem ny seru tapi bikin jengkel nya knp peringkat sering di turunin? orang capek2 main ngabisin kuota mau naik 1 bintang aja susah se enak nya nurunin ny, klo ad pembaruan atau season apalah itu ngk perlu nurunin peringkat pemain dong muntun, hargai para pemain itu ngk mudah.",1,0,1.9.16.9839,2024-09-21 13:57:12
Kenapa main pakai wifi 500 mbps tapi masih tetap lag dan patah2..? Hp ram 8 tapi tetap gak ngaruh.. tolong dong jaringannya di perbaiki jg jangan cuma skin sama revamp hero terus tapi jaringan gak di perbaiki.. percuma skin bagus hero bagus klo jaringannya patah2...,2,135,1.9.11.9836,2024-08-25 11:55:00
"Game ini memang 5 vs 5, lalu apa gunanya solo rank kalau ketemu teim komputer ( dark sistem ). Game tidak disarankan untuk solo rank. Banyak aneh, server lama sama baru sering dipertemukan, jadi dapat teimnya tanpa pengalaman.",1,46,1.8.93.9702,2024-07-12 18:24:09
"Jangan update grafik mulu update tim nya juga lah musuh pro tim drak sistem, minimal kasih tim yang bener lah 5 game main sama drak sistem. Minimal sekali kali update tim biar musuh sama tim imbang. Percuma game bagus HD tapi TIM NYA BOT DARK SISTEM TAPI MUSUHNYA JAGO enak klo party Kasihan sama yang player solo",1,24,1.8.93.9702,2024-07-14 17:54:44
"Setelah update malah gabisa masuk ke interface Tolong dioptimalkan lagi moonton, soalnya banyak player ml yang hp nya kurang kuat kalau terlalu banyak makan ram",1,0,19.2.11.103,2024-09-20 16:06:54
Kecewa!! ada apa sebenarnya dengan sistem matchmaking sekarang? Jika memang tidak bisa buat sistem matchmaking yang baik hapus saja sistem rank!!! Merepotkan saja. Maaf saya terbawa emosi. Saran saya jika memang matchmaking yang sekarang tidak stabil tolong cari solusi agar player bisa bermain dengan nyaman. Setidaknya kedua tim memiliki perlawanan yang seimbang. Yang terjadi pada saya mendapatkan tim yang tidak terlalu jago dan mendapat lawan yang setara proplayer. Tolong bantuannya terimakasih,1,186,1.9.11.9836,2024-09-04 16:49:28
Ada banyak bug dalam update terbaru seperti waktu mau main pas waktu semua udah pilih Hero aku di kembalikan lagi ke room sebelum masuk Udah 2 GK bisa masuk ke pertandingan TPI di riwayat GK ada dan aku udah coba keluar dlu TPI GK bisa tetep gak bisa masuk ke match tadi sinyal oke dan ada bug yang tmen aku udh mythic TPI gambar ranknyh udah epik padahal season 2 hari lagi tolong di perbaiki developer,4,0,19.2.11.103,2024-09-20 10:48:16
Tolong lh monton game sudah hd tapi bug masih ad. Bug pertama bug replay game tidak muncul dan masih banyak bug yang lain jd tolong lh monton bug replaynya segera di betulkan karna aku dapat moment GK bisa di record tolong y montonn .jika nanty sudah bisa baru kukasih rating 5 dah jd tolong dibantu y,4,13,1.9.16.9839,2024-09-15 16:29:23
Aku sih awalnya suka ini game cuman di season sekarang dikasih kalah terus Dan menang kalah menang kalah Setiap pasti menang langsung dikasih tim ga bisa main dan itu bukan di season sekarang doang season sebelumnya juga seperti itu Sistem sampah! Jangan install game ini kalo kalian g mau stress dapet tim beban mulu kapan si lu ngasih gw tim bagus muntun,3,2,19.2.11.103,2024-09-21 10:20:49
"Tolong ya monton dikasih musuh dan tim yang seimbang berdasarkan rank tertingginya juga, karena aku sering menemukan player musuh dengan rank tertingginya imo atau glory sedangkan saya rank tertingginya cuma honor dan ketika di cek satu satu tim saya rank tertingginya masih mythic. Itulah yang membuat game ini rusak berat parah pake bangettt, jika MONTON berhasil melakukan keseimbangan di game ML dengan Baik maka game ini pasti akan lebih banyak diminati.Kalau bisa saya rate5Bintang akanku ingat",4,1,1.9.16.9839,2024-09-15 16:48:35
"Parahhh, nambah kesini nambah banyak darksystem nya, sampe lose trek 5kali, tolong lah sama moonton sesuaikan jika ada yg kalah 3 kali atau 2kali, jgn di temukan lagi dengan darksystem, klo gini malah bosen maen mobile legend nya,",3,2,1.8.93.9702,2024-08-10 17:37:18
Game nya bagus sih. Sistem nya aja yang ga beres. Banyak player dengan performa bermain yang sangat buruk bisa berada di tier yang yang lebih tinggi. Sedang kan cara bermain nya sangat payah. Item aja kagak paham,5,0,19.2.11.103,2024-09-21 08:39:27
"Tolong pihak developer Untuk game nya setelah update memang bagus tapi dari segi pembagian tim yang sangat mengecewakan,sering kali dapat musuh yang jago tapi tim sendiri kacau!!! Untuk itu tolong diperbaiki dari segi pembagian tim yang seimbang",1,19,1.8.93.9702,2024-07-30 13:11:59
"sejauh ini sih gada masalah selain sinyal sama match making, klo sinyal kok tiba tiba berubah dari hijau langsung ke merah itusih ganggu banget sih dan juga match making, tolonglah moonton perhatikan keluhan setiap player jangan cmn eventnya di banyakin tapi performa untuk main di perbaiki lagi biar kita juga nyaman mainnya. karena kebanyakan 2 hal itu yang bikin banyak player ML pindah ke HOK, dan sumpah ya udah 10x win lose terus sampe sekarang ngestuck di epic karena jaringan",1,16,1.8.93.9702,2024-07-28 13:08:03
"Game ini mah bagus banget,dari efeknya,heronya,skinnya,semuanya bagus²,apalagi sekarang moonton sedang bagi² skin,wahhhh.....rugi banget kalau gk download game ini,game ini game terbaik se dunia,semua negara memainkannya,tapi cuma 1 kekurangannya menurut saya,yaitu Dark System (kekalahan terus menerus),tapi maskipun ada Dark System, tetap seru banget game nih mahhhh.",5,1,1.9.9.9834,2024-09-20 08:16:41
"oiii MONTONNN!!! kalian ni ya, udah ditungguin update-an nya, kirain kalo maen udah gak frame lagi, ternyata masih sama aja, sejak update 19 april sampe sekarang 14 juni masih aja lag, untung saya tau cara fix nya, yaitu kalau sudah frame-frame langsung saya aktifkan screen record bawaan hp, nah itu jadi gak frame lagi, aneh bukan? menurut saya ini ada bug di sistem nya, di tipe OPPO lain gak frame loh padahal, hp saya OPPO Reno5 F yang tergolong masih hp baru, dah gitu aja tolong didenger",1,111,1.8.93.9702,2024-07-13 19:43:46
"Lag parah padahal mah jaringan baik-baik saja mau pakai WiFi maupun data seluler sama saja. Di handphone teman saya juga sama, terkadang lag nya barengan, dulu-dulu walau lah tidak sesering ini, tapi ini jujur setiap saya bermain selalu lag entah itu main rank, clasic, brawl. Saat bermain dan sedang war malah lag sedangkan saat sudah mati biasa saja tidak lag, seperti disengaja dan saya sering kali mendapatkan tim yang troll. Lama-lama saya malas mainnya karena lag terus setiap saya bermain",1,8,1.8.93.9702,2024-08-10 07:57:20
"Sistem matchmaking buruk banget. Saya pakai hero yang tidak pernah dipakai bisa winstreak, mendapatkan tim bagus, dan musuh lumayan gampang tapi giliran saya pakai hero MMR saya kalah terus dan mendapatkan MVP-kalah terus karena tim saya performa nya sangat buruk setiap saya memakai hero MMR (ini solo ya). Ini sangat disengaja oleh sistemnya, saya sampai frustasi karena leaderboard hero saya turun drastis karena lose 7×.",1,2,1.9.8.9833,2024-09-10 18:46:43
Tidak ada perbaikan berarti setelah kembali. Ingin main lagi tapi sistem draft masih saja mengecewakan. Tolong sistem draft role dibuat seperti game sebelah. Dipilihkan oleh sistem setelah kita memilih role sebelum draft. Sistem sekarang masih sering berebut role. Yang akhirnya menyebabkan salah satunya ngetrol.,1,71,1.9.8.9833,2024-08-14 07:12:04
"Untuk developer yang paling kikir sejagat raya, tolong matchmaking nya yang adil dong sialan, masa saya main solo ketemu tim nya bocah beban semua lah musunya spek penjoki,dan juga masalah jaringan masa saya satu tim (orang random) nge lag semua sedangkan musuhnya lancar banget. Yah kalo bisa kasih bintang nol mending saya kasih bintang nol aja ni game ini mau ngasih bintang satu aja gk ikhlas sebenernya mah. Kata kata: ""game tolol kikir developer kikir sialan semoga bangkrut""",1,1,1.9.16.9839,2024-09-21 08:37:34
"Oiii... Hp gua ram 6... Tiap main tank ping bagus tapi lag-lag... Delay... Tiap main magic chese selalu keluar sendri... Kalo masih terus2an begini lama2 emang harus habis player mu... Pindah ke yg lagi naik daun sekarang... Udah ga usah mikirin grafik terus... Pikirin kenyamanan player dalam bermain game mu saja.,.",1,63,1.8.93.9702,2024-07-19 03:49:28
"mobile legend sekarang sudah mulai tidak jelas. dimulai sering banyak bug sinyal tiba tiba lag gak ada sinyal. dan sistem Mach making yang tidak normal, mempertemukan tim yang tidak imbang/adil. dan padahal sudah ajukan banding ke customer service tetapi tidak ditanggapi hanya sebuah formalitas doang. haha game lucu, sekarang Mau banyak player yang main tapi tidak di perhatikan kenyamanan bermain. lebih baik pindah game sebelah yang jauh lebih baik dari ini",1,26,1.9.8.9833,2024-08-24 19:19:12
"Saya sangat kecewa dengan mobile legend sekarang.masa saya gak pernah melakukan pelanggaran dalam pertandingan diberi skor. Kalau orang sudah melaporkan, langsung dikasih kurang kredi skornya. Tinjau dulu kalau memang melakukan pelanggaran baru diberi hukuman.jangan langsung kasih kurang kredit skornya. Terus klu orang sudah AFK selama 3 menit sudah d anggap AFK. kan kita kadang masih ada kegiatan lain. Saran saya klu memang AFK selama pertandingan bisa saja diberi AFK.go game ttanga sebelah😁😁",1,73,1.9.9.9834,2024-08-21 03:06:21
Update yang sangat bagus dan bermanfaat ada saya juga berterima kasih atas skin gratis yang telah di berikan dengan kata lain meningkatkan cara bermain tapi saat pembagian skin tolong di adilkan beberapa player lama tersinggung yang aslinya skin mahal menjadi pasaran sekali saya berterima kasih kepada pihak Moonton karena membuat event yang menarik,5,0,19.2.11.103,2024-09-20 10:31:02
"wajar saja banyak rating buruk sedangkan saya menggunakan jaringan wifi tetap delay. apa yang saya harus lakukan jika seperti ini, bahkan saya mengaktifkan fitur speed mode di pengaturan dan menggunakan jaringan internet tetap tidak ada perubahan dan saya juga sudah berpindah pada grafis yang sangat rendah agar tidak delay namun usaha saya tetap sia-sia tolong di perbaiki untuk kedepannya. untuk berbagai hal-hal yang lain sudah cukup bagus terima kasih.",1,147,1.8.93.9702,2024-06-27 15:28:46
"Gamenya bagus, cuma montoon gak nambahin skin Hero yang baru rilis, kaya Cici, udh lama gak dapet skin,oh iya, ada bug terhadap skill basicnya Cici, saat skill satunya di pake di skin Cici yang basic, yoyonya tiba tiba tanduknya berubah jadi warna pink, padahal yoyonya tadi ungu,jadi montoon mohon update lebih lanjut, agar makin banyak yang main, salam dari pulau Sulawesi🙏",4,1,1.9.9.9834,2024-09-07 13:45:15
"demi apapun, main ni game 1tahun lebih keknya bisa kena gangguan jiwa, match ga seimbang, misal aja, tim kita kebanyakan epic, tim lawan malah ex glory/immo, kan apa banget, tolong di benerin. Jangan event mulu yang dikeluarin, tapi sistemnya juga dibenerin, apalah banget sih, udah 4 hari main always kalah padahal main udh bener, udh objektif, tapi musuh pasti klo ga ex glory ya immo, atau gak ya mitik keatas, benerin lah ya, jangan kau event mulu yg dikeluarin, itu sistem benerin juga.",2,7,1.8.93.9702,2024-07-22 10:28:19
"Game nya bagus, banyak ngasih skin gratis dari elite - collector. Saya ada sedikit kendala saat bermain game nya, saat login baru login beberapa detik sekitar 45-50 an, kok tiba-tiba log out sendiri dan login sendiri. Kejadian ini sudah berlangsung lama sejak 2023, mungkin gara-gara ruang penyimpanan? Ngga, udah aku bersihan semua, tmn ku aja yg ruang penyimpanan nya sempit ga gini. Gara-gara ga di update? Ngga, kemaren baru saya update. Tolong beri saya saran, apa mending hapus aja game nya?",4,0,1.9.16.9839,2024-09-10 17:44:21
"Kecewa gua sistem moonton, legend 4 bintang 3 turun ke epik bintang 4. Dengan sistem team gak jelas, ada yang cuman bisa main 2 Hero. Buta map parah, ada lagi feeder. Berasa main 4vs5. Makin parah gak diperbaiki apa",1,17,1.8.93.9702,2024-08-01 02:45:25
tolong di ubah setelah pus rank jangan keluarnya satu satu di suruh nunggu beberapa detik habis itu keluarnya bareng kasian yang keluar terakhir mau ngetik jadi bingung mau komen ngga ada yang baca sama penyusean line saat main rank publik contoh yang biasa main di roam tetap roam gold line tetap di gold line biar ngga ada yang rebutan line,1,0,1.9.16.9839,2024-09-15 05:52:55
